"NDCNUM","THRCLDS","THRDTDS","ROADS"
"43063063230","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063063279","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063065720","Antibiot, Cephalosporin & Rel.","Cefuroxime","Oral"
"43063067528","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063067540","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43063068220","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063068260","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063070406","Antibiot, Penicillins","Penicillin V","Oral"
"43063070420","Antibiot, Penicillins","Penicillin V","Oral"
"43063070428","Antibiot, Penicillins","Penicillin V","Oral"
"43063070440","Antibiot, Penicillins","Penicillin V","Oral"
"43063071302","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063071303","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063071305","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063071307","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063071379","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063071906","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063071921","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063071928","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063071930","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063071956","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063072330","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063072802","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063072804","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43063073614","Antibiot, Tetracyclines","Minocycline","Oral"
"43063073620","Antibiot, Tetracyclines","Minocycline","Oral"
"43063073630","Antibiot, Tetracyclines","Minocycline","Oral"
"43063073660","Antibiot, Tetracyclines","Minocycline","Oral"
"43063073804","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063073806","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063073809","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063073814","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063073821","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063073828","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063073830","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063073879","Anti-Infectives, Misc","Metronidazole & Comb.","Oral"
"43063075214","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063075220","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063075228","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063078015","Antibiot, Penicillins","Penicillin V","Oral"
"43063078020","Antibiot, Penicillins","Penicillin V","Oral"
"43063078028","Antibiot, Penicillins","Penicillin V","Oral"
"43063078030","Antibiot, Penicillins","Penicillin V","Oral"
"43063078040","Antibiot, Penicillins","Penicillin V","Oral"
"43063078920","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063078960","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063082004","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082006","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082008","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082014","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082015","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082021","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082028","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082030","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082040","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082056","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063082320","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063082328","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063084220","Antibiot, Cephalosporin & Rel.","Cefprozil","Oral"
"43063085030","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063085220","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"43063085320","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"43063088520","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063088620","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063088660","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063089102","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063089104","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063091530","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43063094214","Antibiot, Erythromycn&Macrolid","Clarithromycin","Oral"
"43063095920","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"43063096414","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"43063096420","Antibiot, Cephalosporin & Rel.","Cefdinir","Oral"
"43063098514","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063098820","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063099540","Antibiot, Penicillins","Penicillin V","Oral"
"43063099906","Antibiot, Tetracyclines","Doxycycline","Oral"
"43063099920","Antibiot, Tetracyclines","Doxycycline","Oral"
"43386033001","Anti-Infectives, Misc","Trimethoprim & Comb.","Oral"
"43386045011","Urinary Anti-Infectives, NEC","Nitrofurantoin","Oral"
"43386047060","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43386047161","Antibiot, Erythromycn&Macrolid","Azithromycin","Oral"
"43386079001","Antibiot, Tetracyclines","Doxycycline","Oral"
"43386079101","Antibiot, Tetracyclines","Doxycycline","Oral"
"43386079202","Antibiot, Tetracyclines","Doxycycline","Oral"
"43386079211","Antibiot, Tetracyclines","Doxycycline","Oral"
"43386079401","Antibiot, Tetracyclines","Doxycycline","Oral"
"43386079405","Antibiot, Tetracyclines","Doxycycline","Oral"
"43386079450","Antibiot, Tetracyclines","Doxycycline","Oral"
"43538017360","Antibiotics, Misc","Clindamycin","Multiple Routes"
"43538060030","Antibiot, Tetracyclines","Doxycycline","Oral"
"43538060130","Antibiot, Tetracyclines","Doxycycline","Multiple Routes"
"43538061060","Antibiot, Tetracyclines","Doxycycline","Oral"
"43538061160","Antibiot, Tetracyclines","Doxycycline","Multiple Routes"
"43538062030","Antibiot, Tetracyclines","Doxycycline","Oral"
"43538062130","Antibiot, Tetracyclines","Doxycycline","Multiple Routes"
"43547032410","Antibiot, Tetracyclines","Doxycycline","Oral"
"43547032506","Antibiot, Tetracyclines","Doxycycline","Oral"
"43547046212","Antibiot, Tetracyclines","Doxycycline","Oral"
"43598000351","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598000354","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598000369","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598000451","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598000452","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598000453","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598000614","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598001251","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598001252","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598001253","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598002028","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598002040","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598002114","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020351","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020354","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020369","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020451","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020452","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020453","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020501","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020505","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020614","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020750","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020751","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020752","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020850","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020851","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020852","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020952","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020953","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598020980","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598021350","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598021351","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598021352","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598021830","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598021901","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598021914","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022028","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022040","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022114","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022252","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022253","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022280","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022350","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022351","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022352","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022401","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022501","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598022505","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43598041311","Antibiotics, Misc","Daptomycin","Intravenous"
"43598060556","Antibiot, Aminoglycosides","Tobramycin & Comb.","Inhalation"
"43598067450","Antibiot, Cephalosporin & Rel.","Cefixime","Oral"
"43684020020","Antibiot, Tetracyclines","Doxycycline","Oral"
"43684020021","Antibiotics, Misc","Antibiotics","Multiple Routes"
"43797005106","Antibiot, Penicillins","Penicillin V","Oral"
"43797014409","Antibiot, Aminoglycosides","Gentamicin Sulfate & Comb.","Injection"
"43797015805","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43797015903","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43797015905","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"43797016103","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43797016105","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43797016203","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43797016205","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43797016323","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43797016324","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43797016423","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43797016424","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"43797027724","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"43797027824","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"43797027903","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"43797028003","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"43797028403","Antibiot, Tetracyclines","Tetracycline","Oral"
"43797028406","Antibiot, Tetracyclines","Tetracycline","Oral"
"43797028503","Antibiot, Tetracyclines","Tetracycline","Oral"
"43797028603","Antibiot, Penicillins","Penicillin V","Oral"
"43797028606","Antibiot, Penicillins","Penicillin V","Oral"
"43797028723","Antibiot, Penicillins","Penicillin V","Oral"
"43797028803","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"44004080220","Antibiot, Cephalosporin & Rel.","Cefditoren","Oral"
"44004080228","Antibiot, Cephalosporin & Rel.","Cefditoren","Oral"
"44183018002","Antibiot, Cephalosporin & Rel.","Ceftibuten","Oral"
"44183040022","Antibiot, Cephalosporin & Rel.","Ceftibuten","Oral"
"44437055902","Antibiot, Aminoglycosides","Gentamicin Sulfate & Comb.","Injection"
"44437090810","Antibiotics, Misc","Lincomycin","Injection"
"44567010010","Antibiot, Penicillins","Ampicillin & Comb.","Injection"
"44567010110","Antibiot, Penicillins","Ampicillin & Comb.","Injection"
"44567010210","Antibiot, Penicillins","Ampicillin & Comb.","Injection"
"44567010310","Antibiot, Penicillins","Ampicillin & Comb.","Injection"
"44567010410","Antibiot, Penicillins","Ampicillin & Comb.","Injection"
"44567021010","Antibiot, Penicillins","Ampicillin & Comb.","Injection"
"44567021110","Antibiot, Penicillins","Ampicillin & Comb.","Injection"
"44567021201","Antibiot, Penicillins","Ampicillin & Comb.","Injection"
"44567022110","Antibiot, Penicillins","Nafcillin","Injection"
"44567022210","Antibiot, Penicillins","Nafcillin","Injection"
"44567022301","Antibiot, Penicillins","Nafcillin","Intravenous"
"44567023525","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"44567023610","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Injection"
"44567023706","Antibiot, Cephalosporin & Rel.","Ceftazidime & Comb.","Intravenous"
"44567024010","Antibiot, Cephalosporin & Rel.","Cefepime HCl","Injection"
"44567024110","Antibiot, Cephalosporin & Rel.","Cefepime HCl","Injection"
"44567024525","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"44567024585","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"44567024625","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"44567024710","Antibiot, Cephalosporin & Rel.","Cefoxitin","Intravenous"
"44567031110","Antibiot, Penicillins","Penicillin G & Comb.","Injection"
"44567031201","Antibiot, Penicillins","Penicillin G & Comb.","Intravenous"
"44567070025","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"44567070125","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"44567070225","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Injection"
"44567070301","Antibiot, Cephalosporin & Rel.","Ceftriaxone","Intravenous"
"44567070625","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"44567070725","Antibiot, Cephalosporin & Rel.","Cefazolin","Injection"
"44567070810","Antibiot, Cephalosporin & Rel.","Cefazolin","Intravenous"
"44567070910","Antibiot, Cephalosporin & Rel.","Cefazolin","Intravenous"
"44567080110","Antibiot, Penicillins","Piperacillin Sodium & Comb.","Intravenous"
"44567080210","Antibiot, Penicillins","Piperacillin Sodium & Comb.","Intravenous"
"44567080310","Antibiot, Penicillins","Piperacillin Sodium & Comb.","Intravenous"
"44567080401","Antibiot, Penicillins","Piperacillin Sodium & Comb.","Intravenous"
"44567088210","Antibiot, Penicillins","Piperacillin Sodium & Comb.","Intravenous"
"45124055505","Anti-Infectives, Misc","Metronidazole & Comb.",NA
"45565000102","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"45565000201","Antibiot, Penicillins","Ampicillin & Comb.",NA
"45565000202","Antibiot, Penicillins","Ampicillin & Comb.","Oral"
"45565000601","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"45565003103","Antibiot, Penicillins","Penicillin V","Oral"
"45565003201","Antibiot, Penicillins","Penicillin V","Oral"
"45565004001","Antibiot, Tetracyclines","Tetracycline","Oral"
"45565004003","Antibiot, Tetracyclines","Tetracycline","Oral"
"45565004101","Antibiot, Tetracyclines","Tetracycline",NA
"45809040120","Antibiot, Cephalosporin & Rel.","Ceftibuten","Oral"
"45809080112","Antibiot, Cephalosporin & Rel.","Ceftibuten","Oral"
"45809080130","Antibiot, Cephalosporin & Rel.","Ceftibuten","Oral"
"45809080160","Antibiot, Cephalosporin & Rel.","Ceftibuten","Oral"
"45809080190","Antibiot, Cephalosporin & Rel.","Ceftibuten","Oral"
"45865041830","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"45865041851","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"45865041860","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"45865041890","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"45865042830","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"45865042851","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"45865042860","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"45865042890","Antibiot, Cephalosporin & Rel.","Cephalexin","Oral"
"45865044430","Antibiot, Tetracyclines","Doxycycline","Oral"
"45865044451","Antibiot, Tetracyclines","Doxycycline","Oral"
"45865044460","Antibiot, Tetracyclines","Doxycycline","Oral"
"45865044490","Antibiot, Tetracyclines","Doxycycline","Oral"
"45865050330","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"45865050351","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"45865050360","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"45865050390","Antibiot, Cephalosporin & Rel.","Cefadroxil","Oral"
"45865052630","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"45865052651","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"45865052660","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"45865052690","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"47028000401","Antibiot, Penicillins","Penicillin V","Oral"
"47028001301","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.","Oral"
"47028005301","Antibiot, Penicillins","Amoxicillin & Comb.","Oral"
"47202107501","Antibiot, Tetracyclines","Tetracycline",NA
"47202121501","Antibiot, Penicillins","Ampicillin & Comb.",NA
"47202121801","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"47202123301","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"47202123303","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"47202123308","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"47202123401","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"47202123403","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"47202123408","Antibiot, Penicillins","Amoxicillin & Comb.",NA
"47202123701","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"47202123901","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"47202124002","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"47202125301","Antibiot, Penicillins","Cloxacillin",NA
"47202125302","Antibiot, Penicillins","Cloxacillin",NA
"47202125901","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"47202126001","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"47202126702","Antibiot, Penicillins","Penicillin V",NA
"47202127001","Antibiot, Penicillins","Penicillin V",NA
"47202128201","Antibiot, Penicillins","Oxacillin",NA
"47202128701","Antibiot, Penicillins","Ampicillin & Comb.",NA
"47202132801","Antibiot, Erythromycn&Macrolid","Erythromycin & Comb.",NA
"47202133001","Antibiot, Penicillins","Ampicillin & Comb.",NA
"47202133301","Antibiot, Penicillins","Penicillin V",NA
"47202135302","Antibiot, Penicillins","Ampicillin & Comb.",NA
"47202135402","Antibiot, Penicillins","Penicillin V",NA
"47202135602","Antibiot, Penicillins","Ampicillin & Comb.",NA
"47202136001","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"47202136101","Antibiot, Cephalosporin & Rel.","Cephradine",NA
"47202136901","Antibiot, Cephalosporin & Rel.","Cephalexin",NA
"47202136902","Antibiot, Cephalosporin & Rel.","Cephalexin",NA
"47202137001","Antibiot, Cephalosporin & Rel.","Cephalexin",NA
"47202137002","Antibiot, Cephalosporin & Rel.","Cephalexin",NA
